id;address;pricePerSqm;yearBuilt;sourceLink;salePrice;size;roomInfo;houseType;postcode
28616;Kaustatie 13, Haapalehto Oulu;1242;1975;http://www.etuovi.com/kohde/9741701?sc=M1042147289&pos=31185;149000;120;5h,k,kph,khh,s;Omakotitalo;90650
28716;Huvipolku 12, Siikasaari Oulu;1845;2013;http://www.etuovi.com/kohde/9814965?sc=M1042147289&pos=31255;339000;183.7;6h,k,s,kph,2wc,et,autotalli,pihavarasto;Omakotitalo;90830
28721;Siilotie 21, Toppilansalmi Oulu;3710;2014;http://www.etuovi.com/kohde/9405724?sc=M1042147289&pos=31260;230000;62;3h+k+s;Kerrostalo;90520
28727;Mallastie 4, Toppilansalmi Oulu;3516;2012;http://www.etuovi.com/kohde/9942714?sc=M1042147289&pos=31297;167000;47.5;2h,k,s;Kerrostalo;90520
28732;Satamatie 25 A8, Toppilansalmi Oulu;3285;2013;http://www.etuovi.com/kohde/7682926?sc=M1042147289&pos=31282;119900;36.5;1h+kt;Kerrostalo;90520
28749;Metsänkuninkaantie 1 b 39, Hiironen Oulu;2462;2016;http://www.etuovi.com/kohde/d74279?sc=M1042147289&pos=31328;169900;69;3h+k+s;Kerrostalo;90250
28774;Marjakorintie 8, Ylikiiminki Oulu;833;1979;http://www.etuovi.com/kohde/7709908?sc=M1042147289&pos=31354;100000;120;5h, k, khh, ph, s, 2 x wc, vh;Omakotitalo;91300
28775;Papintie 4 B, Kiiminki Oulu;1452;2005;http://www.etuovi.com/kohde/7708532?sc=M1042147289&pos=31355;135000;93;4h,k,s;Rivitalo;90900
28874;Alppitie 5, Alppila Oulu;1466;1964;http://www.etuovi.com/kohde/d73886?sc=M1042147289&pos=31464;85000;58;2 h + k + kph;Kerrostalo;90530
28916;Kauppiaantie 3 A 1, Oulunsalo Oulu;994;1984;http://www.etuovi.com/kohde/9991882?sc=M1042147289&pos=31486;88000;88.5;3h+k+ph+s;Luhtitalo;90460
28936;Silmukkakuja 7, Ritaharju Oulu;2219;2014;http://www.etuovi.com/kohde/7710043?sc=M1042147289&pos=31522;335000;151;5-6h, k, s, khh;Omakotitalo;90540
29037;Niemeläntie 19, Kiiminki Oulu;1269;1975;http://www.etuovi.com/kohde/9931186?sc=M1042147289&pos=31660;151000;119;4mh, oh, k, pukuh, phkhh, s, vh, ak, ym.;Omakotitalo;90900
29058;Sipolanranta 23, Haukipudas Oulu;1933;1970;http://www.etuovi.com/kohde/1184997?sc=M1042147289&pos=31671;298000;154.2;5mh, oh, k, khh, vh, s;Omakotitalo;90840
29061;Nilatie 15, Pateniemi Oulu;1063;1987;http://www.etuovi.com/kohde/1185635?sc=M1042147289&pos=31675;85000;80;3h, k, s;Rivitalo;90800
29090;Siilotie 23, Toppilansalmi Oulu;3448;2014;http://www.etuovi.com/kohde/d73292?sc=M1042147289&pos=31699;106900;31;1h,kk,vh,kh,sa,rp;Kerrostalo;90520
29119;Repolantie 7 A, Martinniemi Oulu;680;1974;http://www.etuovi.com/kohde/7501559?sc=M1042147289&pos=31738;52000;76.5;3h, kph, k, wc, parveke;Kerrostalo;90850
29134;Repolantie 7 A, Martinniemi Oulu;824;1974;http://www.etuovi.com/kohde/7706415?sc=M1042147289&pos=31754;28000;34;1h, kk, kph;Kerrostalo;90850
29135;Repolantie 7 A, Haukipudas Oulu;716;1974;http://www.etuovi.com/kohde/7501541?sc=M1042147289&pos=31755;34000;47.5;2h, kk, kph, vh;Kerrostalo;90850
29176;Reimaritie 8, Taskila Oulu;1000;1978;http://www.etuovi.com/kohde/9587955?sc=M1042147289&pos=31804;164000;164;6h,k,s;Omakotitalo;90520
29181;Syynimaantie 14, Haukipudas Kiviniemi Oulu;992;1994;http://www.etuovi.com/kohde/7709640?sc=M1042147289&pos=31805;247000;249;TARJOUSKAUPPA k, rh, oh, khh, kirjasto, 5 mh, vh/v;Omakotitalo;90810
29199;Kanahaukantie 1, Kaukovainio Oulu;1697;1968;http://www.etuovi.com/kohde/7709557?sc=M1042147289&pos=31837;50900;30;1h+kk+alkovi+kph;Kerrostalo;90250
29398;Kerrostie 6 F, Jääli Oulu;915;1978;http://www.etuovi.com/kohde/7707843?sc=M1042147289&pos=32030;75000;82;3h, k, s;Rivitalo;90940
29422;Lyytintie 1, Kuivasjärvi Oulu;1389;1981;http://www.etuovi.com/kohde/1185597?sc=M1042147289&pos=32075;109000;78.5;3h, k, kph, s, erill. wc, autokatos.;Rivitalo;90540
29445;Sääskitie 18, Puolivälinkangas Oulu;952;1965;http://www.etuovi.com/kohde/d72687?sc=M1042147289&pos=32099;119000;125;5h+k+ph+sa+lämpimiä varastoja+lämmin autotalli;Omakotitalo;90550
29458;Metsätalontie 14, Ylikiiminki Oulu;1380;2003;http://www.etuovi.com/kohde/7708492?sc=M1042147289&pos=32112;189000;137;5h, k, khh, ph, s;Omakotitalo;91300
29561;Hallituskatu 26, Keskusta Oulu;2200;1962;http://www.etuovi.com/kohde/d72439?sc=M1042147289&pos=32230;187000;85;3h,k,kh,3rp;Kerrostalo;90100
29562;Kauppurienkatu 36, Keskusta Oulu;2032;1963;http://www.etuovi.com/kohde/d72438?sc=M1042147289&pos=32231;189000;93;4h,k,kh,parv;Kerrostalo;90100
29681;Angervotie 3, Rajakylä Oulu;1107;1973;http://www.etuovi.com/kohde/9459190?sc=M1042147289&pos=32355;109000;98.5;4h+k+s;Rivitalo;90580
29686;Kihokkitie 7, Lintula Oulu;788;1965;http://www.etuovi.com/kohde/1184667?sc=M1042147289&pos=32360;65000;82.5;3h, k, ruokailutila, vh, erill.wc, kph, lasit.parv;Kerrostalo;90160
29771;Purjetie 4, Oulu Kiiminki Jääli Oulu;1549;2003;http://www.etuovi.com/kohde/7708196?sc=M1042147289&pos=32459;127000;82;4h, k, s;Rivitalo;90940
29897;Aleksanterinkatu 71 B 10, Hollihaka Oulu;2929;2016;http://www.etuovi.com/kohde/911194?sc=M1042147289&pos=32586;205000;70;3h+kk+s;Kerrostalo;90120
29963;Ponnontie 13, Kiiminki, Ponnomäki Oulu;832;1974;http://www.etuovi.com/kohde/573526?sc=M1042147289&pos=32677;104000;125;4h,k,sa,kh,apuk,wc,vh,kuisti,at,var.;Omakotitalo;90900
29965;Hoikantie 26 D, Laanila Oulu;1259;1974;http://www.etuovi.com/kohde/573207?sc=M1042147289&pos=32679;99500;79;3h,k,ph,vh,parveke;Kerrostalo;90500
30011;Candelinintie 4 A, Kaijonranta Oulu;1440;1981;http://www.etuovi.com/kohde/572779?sc=M1042147289&pos=32726;144000;100;4h,k,sa,kh,wc,aula,parveke;Rivitalo;90570
30061;Kaakkuritie 1 B, Höyhtyä Oulu;2417;1956;http://www.etuovi.com/kohde/7693296?sc=M1042147289&pos=32798;145000;60;3h, k, s;Rivitalo;90150
30062;Kauppilanranta 3, Ranta-Kastelli Oulu;1890;1970;http://www.etuovi.com/kohde/d68878?sc=M1042147289&pos=32799;189000;100;4h+k+s;Omakotitalo;90230
30070;Kurrenkuja 4-6 B, Hiironen Oulu;1602;2000;http://www.etuovi.com/kohde/571838?sc=M1042147289&pos=32817;137000;85.5;4h,k,s,kph,et,parveke;Kerrostalo;90250
30097;Rajakaltionkatu 6, Alppila Oulu;2718;2011;http://www.etuovi.com/kohde/1184769?sc=M1042147289&pos=32854;135900;50;2h,kk,s;Kerrostalo;90530
30101;Joukonrinne 10, Haukipudas / Haapakangas Oulu;1400;2002;http://www.etuovi.com/kohde/9878183?sc=M1042147289&pos=32858;189000;135;6 h, k, khh, s;Omakotitalo;90830
30176;Repolantie 9 A, Haukipudas, Martinniemi Oulu;735;1972;http://www.etuovi.com/kohde/573017?sc=M1042147289&pos=32915;25000;34;1h,kk;Kerrostalo;90850
30177;Repolantie 7 A, Haukipudas, Martinniemi Oulu;497;1973;http://www.etuovi.com/kohde/573021?sc=M1042147289&pos=32916;38000;76.5;3h,k;Kerrostalo;90850
30178;Repolantie 9 A, Haukipudas, Martinniemi Oulu;497;1973;http://www.etuovi.com/kohde/572992?sc=M1042147289&pos=32917;38000;76.5;3h,k;Kerrostalo;90850
30179;Repolantie 7 A, Haukipudas, Martinniemi Oulu;735;1973;http://www.etuovi.com/kohde/573024?sc=M1042147289&pos=32918;25000;34;1h,k;Kerrostalo;90850
30480;Kaarnaraitti 3, Jääli Oulu;1609;2001;http://www.etuovi.com/kohde/9607175?sc=M1042147289&pos=33260;74000;46;2h+tk+s;Rivitalo;90940
30502;Kivipolku 1 as, Kiiminki, Kolamäki Oulu;1017;1987;http://www.etuovi.com/kohde/572770?sc=M1042147289&pos=33262;60000;59;2h,k,ph,sauna,wc,vh;Rivitalo;90900
30516;Siipikuja 6, Kaakkuri Oulu;283;2003;http://www.etuovi.com/kohde/d67889?sc=M1042147289&pos=33286;19352.83;68.5;2H+TK+S;Kerrostalo;90420
30518;Helmikkäkuja 2 A, Rajakylä Oulu;1595;2007;http://www.etuovi.com/kohde/572747?sc=M1042147289&pos=33288;189800;119;3mh,k,oh,s,kph,kh,2wc,2vh,p;Erillistalo;90580
30580;Pikisaarentie 16, Pikisaari Oulu;3815;2013;http://www.etuovi.com/kohde/1184113?sc=M1042147289&pos=33363;620000;162.5;6h, k, khh, s, kh, 3 x wc, vh;Paritalo;90100
30637;Paulatie 16, Kiviniemi Oulu;1106;1973;http://www.etuovi.com/kohde/9877735?sc=M1042147289&pos=33438;125000;113;4h,k,th,kph,s,at;Omakotitalo;90810
30644;Jamokuja 8, Haukipudas, Kello, Kiviniemi Oulu;643;1971;http://www.etuovi.com/kohde/572846?sc=M1042147289&pos=33445;148000;230;8h,k,2xwc,kph,s,vh,varastotilaa;Omakotitalo;90810
30760;Kurrenkuja 4-6 A, Hiironen Oulu;1710;2000;http://www.etuovi.com/kohde/572244?sc=M1042147289&pos=33561;124000;72.5;3h, k, s;Kerrostalo;90250
30779;Viiritie 1, Mustasuo Oulu;978;1969;http://www.etuovi.com/kohde/1183872?sc=M1042147289&pos=33599;135000;138;4h, k, s;Rivitalo;90560
30791;Merikoskenkatu 10, Tuira Oulu;1588;1962;http://www.etuovi.com/kohde/d67422?sc=M1042147289&pos=33623;108800;68.5;2h+k+eteinen;Kerrostalo;90130
30817;Kimmontie 4, Kaijonharju Oulu;1128;1982;http://www.etuovi.com/kohde/d67364?sc=M1042147289&pos=33649;88000;78;3h, k, kph/wc, wc, parveke;Kerrostalo;90570
30843;Koitelinkoskentie 1157, Huttukylä Oulu;1768;2007;http://www.etuovi.com/kohde/d66966?sc=M1042147289&pos=33692;244000;138;5h+k+khh+kh/wc+s+erill.wc+et+tk+tekn.tila;Omakotitalo;FI
30848;Sarvivälkkeentie 2 B, Knuutilankangas Oulu;1733;1985;http://www.etuovi.com/kohde/d66942?sc=M1042147289&pos=33695;84900;49;2h+kk+s;Luhtitalo;90240
30895;Huvilarannantie 14 E, Ranta-Koskela Oulu;2351;2006;http://www.etuovi.com/kohde/7703335?sc=M1042147289&pos=33719;348000;148;5h, k, s;Omakotitalo;90570
30903;Varpushaukantie 6, Kaukovainio Oulu;1425;1969;http://www.etuovi.com/kohde/9822747?sc=M1042147289&pos=33747;114000;80;4h,k,kph,vh;Kerrostalo;90250
31036;Kurrenkuja 4-6 B, Hiironen Oulu;1810;2000;http://www.etuovi.com/kohde/572332?sc=M1042147289&pos=33887;114000;63;3h,k,kh,sauna,vh,parveke;Kerrostalo;90250
31056;Menninkäisentie 1 D, Puolivälinkangas Oulu;1050;1974;http://www.etuovi.com/kohde/572325?sc=M1042147289&pos=33908;84000;80;3h,k,kh,p;Kerrostalo;90550
31062;Sormustie 4, Kaukovainio Oulu;636;1965;http://www.etuovi.com/kohde/563873?sc=M1042147289&pos=33914;89000;140;4h,k,aula,2kph,s,ph,3var, AT;Omakotitalo;90250
31155;Tuomaantie 18, Kiviniemi Oulu;1680;2000;http://www.etuovi.com/kohde/d66444?sc=M1042147289&pos=34016;289000;172;5h+k+ruok.tila+khh+2 kh/wc+s+erill.wc+2vh+et+tk+parv;Omakotitalo;90410
31186;Kurrenkuja 4-6 B, Hiironen Oulu;1794;2000;http://www.etuovi.com/kohde/572235?sc=M1042147289&pos=34045;113000;63;3h,k,kh,sauna,vh,parveke;Kerrostalo;90250
31217;Karviaiskuja 10 A 2, Oulunsalo Oulu;1627;2001;http://www.etuovi.com/kohde/d66379?sc=M1042147289&pos=34078;83800;51.5;2h+k+s;Rivitalo;90460
31255;Tiedonkaari 15 A, Syynimaa Oulu;1752;1988;http://www.etuovi.com/kohde/d66278?sc=M1042147289&pos=34126;254000;145;5h(4mh+oh)+k+ruok.tila+khh+kh+s+kh/wc+ aula+et+erill.wc+vh+tk;Omakotitalo;90570
31295;Puistokuja 1, Jääli Oulu;1259;1983;http://www.etuovi.com/kohde/9667100?sc=M1042147289&pos=34167;104500;83;3h+k+khh/kph+s+wc;Paritalo;90940
31379;Manttaalitie 2 A, Ala-Haapalehto Oulu;1397;1980;http://www.etuovi.com/kohde/7704607?sc=M1042147289&pos=34263;109000;78;3h+k+s;Rivitalo;90650
31570;Syrjäkatu 11 B, Raksila Oulu;1416;1928;http://www.etuovi.com/kohde/7703359?sc=M1042147289&pos=34476;89500;63.2;2h, k;Kerrostalo;90100
31573;Karilantie 3, Rantavainio Oulu;1682;1999;http://www.etuovi.com/kohde/9883325?sc=M1042147289&pos=34479;255000;151.6;4mh, oh, k, työh, khh, kh, s, 2 wc;Omakotitalo;90420
31627;Pookitie 6, Kiviniemi-Kello Oulu;747;1976;http://www.etuovi.com/kohde/1182829?sc=M1042147289&pos=34543;112000;150;4h, k, wc, khh, vh, s + allashuone;Omakotitalo;90810
31650;Siilotie 23, Toppilansalmi Oulu;3390;2014;http://www.etuovi.com/kohde/1183414?sc=M1042147289&pos=34607;139000;41;1h,kk,kph,s,parvi;Kerrostalo;90520
31653;Kaarnaraitti 3 B 2, Jääli Oulu;1696;2001;http://www.etuovi.com/kohde/d63894?sc=M1042147289&pos=34610;78000;46;2h,kk,s;Rivitalo;90940
31662;Pensaskarintie 14, Rajahauta Oulu;1548;1990;http://www.etuovi.com/kohde/9731511?sc=M1042147289&pos=34579;325000;210;5 h, k, pukuh, ph, s, 2 wc, aula, khh, ullakko;Omakotitalo;FI
31730;Harritie 7, Haukipudas Oulu;973;1987;http://www.etuovi.com/kohde/9823059?sc=M1042147289&pos=34657;90000;92.5;4h,k,s,kph,wc;Rivitalo;90830
31731;Purjehtijantie 4 A, Koskela Oulu;1276;1982;http://www.etuovi.com/kohde/7702095?sc=M1042147289&pos=34659;99500;78;3h, k, s;Kerrostalo;90560
31785;Huvipolku 1 A 3, Haukipudas Oulu;1806;1982;http://www.etuovi.com/kohde/d63684?sc=M1042147289&pos=34718;149000;82.5;3h+k+s;Rivitalo;90830
31795;Veturitie 2 B 14, Nokela Oulu;1181;1970;http://www.etuovi.com/kohde/571462?sc=M1042147289&pos=34728;85000;72;3h,k,kh,2 vh,parveke;Kerrostalo;90150
31895;Toivolankuja 3, Oulunsalo Oulu;309;2004;http://www.etuovi.com/kohde/d63374?sc=M1042147289&pos=34825;23040.67;74.5;3h+k+s;Luhtitalo;90460
31898;Neulaspolku 2, Jääli Oulu;1904;2007;http://www.etuovi.com/kohde/9667756?sc=M1042147289&pos=34828;129500;68;3 h, k, s, 2 x wc, vh, ak;Paritalo;90940
31929;Kalevalantie 12, Kaijonharju Oulu;231;1997;http://www.etuovi.com/kohde/d63286?sc=M1042147289&pos=34874;17103.21;74;3h+k+s;Luhtitalo;90570
32023;Kurrenkuja 4-6 A, Hiironen Oulu;1697;2000;http://www.etuovi.com/kohde/571102?sc=M1042147289&pos=34990;123000;72.5;3h,k,s,kph,et,p;Kerrostalo;90250
32097;Viheriävaarantie 2, Vesalanmäki Oulu;1289;1969;http://www.etuovi.com/kohde/7701743?sc=M1042147289&pos=35095;125000;97;4h, k, s;Omakotitalo;90630
32121;Haapakuja 11 B, Haapalehto Oulu;1058;1975;http://www.etuovi.com/kohde/d62474?sc=M1042147289&pos=35100;119500;113;5h+k+ph+sa+2er.wc+parveke+terassi+piha;Rivitalo;90650
32201;Hallituskatu 26 A, Keskusta Oulu;1988;1962;http://www.etuovi.com/kohde/570943?sc=M1042147289&pos=35183;169000;85;4h,k,kh,vh,3 ranskal.parveketta;Kerrostalo;90100
32313;Koitelinkoskentie 352, Kiiminki Oulu;1000;1977;http://www.etuovi.com/kohde/9610589?sc=M1042147289&pos=35336;115000;115;3mh, k, oh, khh, kh, s, wc;Omakotitalo;90900
32315;Ukkolantie 6, Kiiminki, Kolamäki Oulu;1343;1979;http://www.etuovi.com/kohde/570605?sc=M1042147289&pos=35338;145000;108;Oh,k,3mh,sa,ph,khh,wc,2vh,et,tk;Omakotitalo;90900
32343;Kuovitie 10, Kuivasjärvi Oulu;1299;1982;http://www.etuovi.com/kohde/2200616?sc=M1042147289&pos=35348;79900;61.5;2h,k,s RT;Rivitalo;90540
32344;Pilkkitie 16, Pyykösjärvi Oulu;1542;1987;http://www.etuovi.com/kohde/2200304?sc=M1042147289&pos=35349;222000;144;6h,k,s,kh,khh;Omakotitalo;90550
32385;Metsästäjäntie 4 A, Ritaharju Oulu;2005;2013;http://www.etuovi.com/kohde/7702238?sc=M1042147289&pos=35401;199500;99.5;5h + k + s;Paritalo;90800
32448;Aholanmäentie 17, Kiiminki Oulu;690;1969;http://www.etuovi.com/kohde/d48879?sc=M1042147289&pos=35455;70000;101.5;oh+k+2mh+ph+s+vh+pahu;Omakotitalo;90900
32494;Havupolku 1 B, Jääli Oulu;1934;2009;http://www.etuovi.com/kohde/7701237?sc=M1042147289&pos=35506;119900;62;3h, k, s;Rivitalo;90940
32519;Matilaisentie 6, Kaijonranta Oulu;1566;1991;http://www.etuovi.com/kohde/9502543?sc=M1042147289&pos=35533;119000;76;3h, k, s;Rivitalo;90570
32564;Pinturitie 10, Ala-Haapalehto Oulu;1075;1977;http://www.etuovi.com/kohde/d48432?sc=M1042147289&pos=35579;129000;120;5h+k+s+kph+khh+at;Omakotitalo;90650
32641;Purutie 1, Pateniemi Oulu;265;1999;http://www.etuovi.com/kohde/d47846?sc=M1042147289&pos=35670;12591.84;47.5;2H+KK+S;Luhtitalo;90800
32645;Karinkannantie 24, Pateniemi Oulu;247;1999;http://www.etuovi.com/kohde/d47844?sc=M1042147289&pos=35671;18168.47;73.5;3H+K+S;Luhtitalo;90800
32711;Kauppurienkatu 5, Keskusta Oulu;4976;1957;http://www.etuovi.com/kohde/1181880?sc=M1042147289&pos=35749;510000;102.5;4h, k, kph/wc, vh, erill.wc;Kerrostalo;90100
32759;Suvitie 3, Pateniemi Oulu;1316;1967;http://www.etuovi.com/kohde/9613291?sc=M1042147289&pos=35805;175000;133;5h,k,s + halli 103m2;Omakotitalo;90800
32906;Kaartintie 11 as, Hönttämäki Oulu;1152;1981;http://www.etuovi.com/kohde/569364?sc=M1042147289&pos=35956;129000;112;4h,k,s,kh,takkah.,wc,varastot, kellari, autokatos;Erillistalo;90630
32942;Ampiaistie 3, Puolivälinkangas Oulu;598;1966;http://www.etuovi.com/kohde/7700385?sc=M1042147289&pos=35993;55000;92;Oh, k, 2 mh, th, sh, s, wc, autotalli/varasto;Omakotitalo;90550
33247;Terveystie 5, Kiiminki Oulu;2261;2011;http://www.etuovi.com/kohde/9401666?sc=M1042147289&pos=36338;156000;69;3h+k+s;Kerrostalo;90900
33263;Pietiläntie 33 B, Ranta-Kastelli Oulu;3236;2016;http://www.etuovi.com/kohde/1181546?sc=M1042147289&pos=36344;479000;148;4h, k, khh, 3wc, s, kph, autokatos, varasto/harras;Omakotitalo;90230
33339;Radiomastontie 3 A, Svaaninsuo Oulu;2583;1932;http://www.etuovi.com/kohde/7502547?sc=M1042147289&pos=36444;279000;108;4h, k, khh, kph, s;Kerrostalo;90230
33381;Satulavyöntie 6 D, Ahvenoja Oulu;1588;1989;http://www.etuovi.com/kohde/7502190?sc=M1042147289&pos=36486;117500;74;3h, k, s;Rivitalo;90540
33554;Ailakkitie 10 B, Rajakylä Oulu;1303;1985;http://www.etuovi.com/kohde/7502338?sc=M1042147289&pos=36701;129000;99;5h, k;Rivitalo;90580
33591;Vesakuja 2 A 2, Oulunsalo Oulu;1652;1991;http://www.etuovi.com/kohde/9919177?sc=M1042147289&pos=36721;135500;82;3h+k+khh+ph+s;Paritalo;90460
33822;Hetekyläntie 1210 B, Ylikiiminki Oulu;1123;2007;http://www.etuovi.com/kohde/d42797?sc=M1042147289&pos=37011;155000;138;5h+k+khh+ph+s+wc,;Omakotitalo;FI
33862;Kaarlo Kramsun Tie 4 B 10, Ranta-Kastelli Oulu;2906;1994;http://www.etuovi.com/kohde/c64936?sc=M1042147289&pos=37031;154000;53;2h+k+khh+s;Luhtitalo;90230
33971;Hanhikkitie 2 F, Rajakylä Oulu;1018;1975;http://www.etuovi.com/kohde/7501570?sc=M1042147289&pos=37147;99800;98;4h, k, s;Rivitalo;90580
33997;Anttolantie 9, Kiiminki Oulu;631;1988;http://www.etuovi.com/kohde/7697932?sc=M1042147289&pos=37184;183000;290;5h, k, kph ja 4-5h, k, kph, yhteiset saunatilat;Paritalo;90900
34039;Huvipolku 9, Haukipudas Oulu;2025;2005;http://www.etuovi.com/kohde/7501581?sc=M1042147289&pos=37238;239000;118;4h, k, khh, ph, s;Omakotitalo;90830
34040;Haapanatie 36.A, Höyhtyä Oulu;1817;1965;http://www.etuovi.com/kohde/d42299?sc=M1042147289&pos=37239;149000;82;3-4h+k+kh+vh+ph+s;Rivitalo;90150
34129;Toivolankuja 5 C, Oulunsalo Oulu;1503;2002;http://www.etuovi.com/kohde/7500788?sc=M1042147289&pos=37348;119500;79.5;3h, k, s;Rivitalo;90460
34143;Kiilankatu 2.B, Heinäpää Oulu;2956;2007;http://www.etuovi.com/kohde/d39494?sc=M1042147289&pos=37368;199500;67.5;3h+k+kh+s+wc+parveke;Kerrostalo;90120
34162;Kuntolenkki 18 As 5, Kivikkokangas Oulu;2416;2017;http://www.etuovi.com/kohde/9429024?sc=M1042147289&pos=37381;160675;66.5;2h+k+sa;Erillistalo;90650
34163;Kuntolenkki 18 As 7, Kivikkokangas Oulu;2205;2017;http://www.etuovi.com/kohde/9663829?sc=M1042147289&pos=37382;194675;88.3;3h+k+sa;Erillistalo;90650
34164;Kuntolenkki 18 As 1, Kivikkokangas Oulu;2205;2017;http://www.etuovi.com/kohde/9454430?sc=M1042147289&pos=37383;194675;88.3;4h+k+sa;Erillistalo;90650
34196;Ojavainiontie 11 A 2, Kaakkuri Oulu;2199;2008;http://www.etuovi.com/kohde/d39294?sc=M1042147289&pos=37416;155000;70.5;3h+k+s;Rivitalo;90420
34198;Aleksanterinkatu 71 B 8, Hollihaka Oulu;3456;2016;http://www.etuovi.com/kohde/9730344?sc=M1042147289&pos=37419;155500;45;2h+kk+s;Kerrostalo;90120
34384;Aleksanterinkatu 71 B 24, Hollihaka Oulu;3043;2016;http://www.etuovi.com/kohde/911216?sc=M1042147289&pos=37635;213000;70;3h+kk+s;Kerrostalo;90120
34385;Aleksanterinkatu 71 B 23, Hollihaka Oulu;3629;2016;http://www.etuovi.com/kohde/911215?sc=M1042147289&pos=37636;161500;44.5;2h+k+s;Kerrostalo;90120
34386;Aleksanterinkatu 71 B 22, Hollihaka Oulu;3674;2016;http://www.etuovi.com/kohde/911214?sc=M1042147289&pos=37637;163500;44.5;2h+kk+s;Kerrostalo;90120
34387;Aleksanterinkatu 71 B 18, Hollihaka Oulu;2748;2016;http://www.etuovi.com/kohde/911207?sc=M1042147289&pos=37638;224000;81.5;4h+kk+s;Kerrostalo;90120
34388;Aleksanterinkatu 71 B 17, Hollihaka Oulu;2986;2016;http://www.etuovi.com/kohde/911205?sc=M1042147289&pos=37639;209000;70;3h+kk+s;Kerrostalo;90120
34389;Aleksanterinkatu 71 B 11, Hollihaka Oulu;2699;2016;http://www.etuovi.com/kohde/911196?sc=M1042147289&pos=37640;220000;81.5;4h+kk+s;Kerrostalo;90120
34390;Aleksanterinkatu 71 B 3, Hollihaka Oulu;3290;2016;http://www.etuovi.com/kohde/911187?sc=M1042147289&pos=37641;153000;46.5;2h+kk+s;Kerrostalo;90120
34391;Aleksanterinkatu 71 B 4, Hollihaka Oulu;2650;2016;http://www.etuovi.com/kohde/911188?sc=M1042147289&pos=37642;216000;81.5;4h+kk+s;Kerrostalo;90120
34456;Melojantie 1, Niittyaro Oulu;1000;1976;http://www.etuovi.com/kohde/1179848?sc=M1042147289&pos=37709;79000;79;3h, k, s;Rivitalo;90560
34461;Klippatie 1 C 20, Ritaharju Oulu;2299;2016;http://www.etuovi.com/kohde/d38322?sc=M1042147289&pos=37725;159800;69.5;3h+kt+s;Rivitalo;90540
34517;Kukonkuja 16, Knuutilanranta Oulu;2167;1995;http://www.etuovi.com/kohde/7699702?sc=M1042147289&pos=37804;440000;203;oh,k,2mh,khh,wc,et. yläkerta: 3mh,tkh,ph,s,pkh,wc,;Omakotitalo;90240
34566;Naavakuja 3, Haukipudas, Kello Oulu;833;1965;http://www.etuovi.com/kohde/567844?sc=M1042147289&pos=37855;75000;90;3h,k,khh,kph,s,wc,var,;Omakotitalo;90820
34656;Saalinkitie 8, Koskela Oulu;939;1968;http://www.etuovi.com/kohde/9937905?sc=M1042147289&pos=37966;139000;148;5h,k,s;Omakotitalo;90560
34666;Sorsatie 28B, Höyhtyä Oulu;1623;1954;http://www.etuovi.com/kohde/c42332?sc=M1042147289&pos=37976;178500;110;4h+k+kellarihuoneita+sauna;Paritalo;90150
34696;Suvitie 13, Pateniemi Oulu;1045;1970;http://www.etuovi.com/kohde/d37334?sc=M1042147289&pos=38013;115000;110;6h+k+ph+s+vh+wc;Omakotitalo;90800
34721;Koskitie 68, Tuira Oulu;993;1984;http://www.etuovi.com/kohde/566644?sc=M1042147289&pos=38035;278000;280;7h,k,pukuh,ph,sa,2kylp.h,wc,ask.h,työtila;Omakotitalo;90500
34806;Tarmontie 45 A, Välivainio Oulu;1446;1977;http://www.etuovi.com/kohde/567429?sc=M1042147289&pos=38172;94000;65;3h,k,kh;Kerrostalo;90530
34861;Metsästäjäntie 9, Ritaharju Oulu;2393;2014;http://www.etuovi.com/kohde/9678274?sc=M1042147289&pos=38237;329000;137.5;4h,k,rt,khh,sa,kph,2 wc,parvi;Omakotitalo;90800
34893;Kalikkatie 22, Kuivasjärvi Oulu;1531;1953;http://www.etuovi.com/kohde/567085?sc=M1042147289&pos=38271;150000;98;4h,k,takkah/pukuh,sa,kh,wc,et,at,var.;Omakotitalo;90540
34951;Uimarannantie 2 B 4, Kiiminki Oulu;1995;2015;http://www.etuovi.com/kohde/7647271?sc=M1042147289&pos=38331;114700;57.5;2h, k, s;Rivitalo;90900
35013;Sarkkatie 4, Kaukovainio Oulu;1271;1966;http://www.etuovi.com/kohde/d34926?sc=M1042147289&pos=38406;178000;140;5h+k+s+3vh+at+2var;Omakotitalo;90150
35070;Tervastie 24, Kirkkokangas Oulu;1461;1971;http://www.etuovi.com/kohde/1178984?sc=M1042147289&pos=38456;225000;154;7h, k, s;Omakotitalo;90650
35114;Wervinginkuja 7, Intiö Oulu;3900;2017;http://www.etuovi.com/kohde/9863760?sc=M1042147289&pos=38501;148590;38.1;1h,tk,kh;Rivitalo;90100
35284;Siikasaarentie 9, Haukipudas, Siikasaari Oulu;908;1971;http://www.etuovi.com/kohde/564712?sc=M1042147289&pos=38715;198000;218;6-7h,k,2 kph, s, wc, khh;Omakotitalo;90830
35358;Karinkannantie 24, Pateniemi Oulu;241;1999;http://www.etuovi.com/kohde/d33322?sc=M1042147289&pos=38793;21555.18;89.5;4H+K+S;Luhtitalo;90800
